-245.0,176.0
-246.0,173.0
-246.0,172.0
-246.0,171.0
-247.0,168.0
-247.0,167.0
-248.0,165.0
-248.0,162.0
-248.0,161.0
-248.0,159.0
-248.0,157.0
-249.0,155.0
-251.0,150.0
-251.0,146.0
-251.0,141.0
-251.0,139.0
-251.0,136.0
-251.0,134.0
-251.0,131.0
-251.0,127.0
-250.0,122.0
-250.0,120.0
-249.0,117.0
-249.0,115.0
-249.0,113.0
-249.0,111.0
-248.0,107.0
-248.0,104.0
-248.0,99.0
-247.0,96.0
-247.0,94.0
-247.0,89.0
-247.0,87.0
-245.0,82.0
-245.0,80.0
-245.0,77.0
-244.0,74.0
-242.0,72.0
-242.0,71.0
-241.0,68.0
-240.0,67.0
-240.0,65.0
-239.0,62.0
-237.0,61.0
-237.0,58.0
-237.0,57.0
-236.0,56.0
-236.0,55.0
-236.0,52.0
-236.0,51.0
-235.0,50.0
-235.0,49.0
-235.0,48.0
-235.0,47.0
-234.0,46.0
-234.0,44.0
-234.0,43.0
-234.0,41.0
-233.0,39.0
-233.0,36.0
-233.0,34.0
-233.0,32.0
-233.0,30.0
-233.0,27.0
-233.0,26.0
-233.0,24.0
-234.0,22.0
-234.0,19.0
-234.0,18.0
-235.0,17.0
-235.0,16.0
-235.0,15.0
-235.0,14.0
-235.0,13.0
-236.0,11.0
-236.0,10.0
-236.0,9.0
-238.0,8.0
-238.0,7.0
-238.0,6.0
-239.0,5.0
-239.0,3.0
-239.0,2.0
-239.0,1.0
-239.0,0.0
-240.0,-1.0
-240.0,-2.0
-240.0,-3.0
-240.0,-4.0
-240.0,-3.0
-238.0,-3.0
-237.0,-2.0
-236.0,-2.0
-235.0,-1.0
-234.0,0.0
-233.0,0.0
-232.0,2.0
-230.0,3.0
-229.0,3.0
-225.0,4.0
-223.0,4.0
-219.0,4.0
-213.0,4.0
-208.0,4.0
-202.0,4.0
-196.0,3.0
-190.0,2.0
-184.0,0.0
-179.0,-1.0
-173.0,-3.0
-169.0,-4.0
-165.0,-6.0
-163.0,-7.0
-160.0,-7.0
-157.0,-8.0
-156.0,-8.0
-155.0,-8.0
-153.0,-8.0
-152.0,-8.0
-151.0,-8.0
-150.0,-8.0
-149.0,-8.0
-148.0,-8.0
-147.0,-8.0
-145.0,-8.0
-144.0,-8.0
-143.0,-8.0
-142.0,-8.0
-141.0,-8.0
-140.0,-8.0
-139.0,-8.0
-138.0,-8.0
-136.0,-8.0
-135.0,-8.0
-134.0,-8.0
-133.0,-8.0
-132.0,-8.0
-127.0,-8.0
-125.0,-8.0
-122.0,-8.0
-121.0,-8.0
-119.0,-8.0
-118.0,-7.0
-116.0,-7.0
-115.0,-7.0
-115.0,-6.0
-114.0,-6.0
-113.0,-4.0
-112.0,-4.0
-111.0,-4.0
-110.0,-3.0
-108.0,-3.0
-107.0,-3.0
-106.0,-2.0
-105.0,-2.0
-104.0,-1.0
-103.0,-1.0
-100.0,-1.0
-96.0,-1.0
-92.0,1.0
-91.0,1.0
-88.0,2.0
-87.0,3.0
-86.0,3.0
-85.0,3.0
-83.0,3.0
-82.0,3.0
-81.0,3.0
-80.0,3.0
-79.0,3.0
-78.0,3.0
-78.0,4.0
-78.0,8.0
-78.0,14.0
-78.0,20.0
-80.0,26.0
-80.0,37.0
-80.0,43.0
-80.0,51.0
-80.0,57.0
-80.0,63.0
-80.0,67.0
-80.0,71.0
-80.0,76.0
-80.0,80.0
-80.0,84.0
-80.0,89.0
-80.0,93.0
-80.0,95.0
-80.0,98.0
-80.0,99.0
-80.0,102.0
-80.0,103.0
-80.0,104.0
-80.0,105.0
-80.0,106.0
-80.0,108.0
-80.0,110.0
-80.0,111.0
-80.0,112.0
-81.0,114.0
-81.0,117.0
-81.0,121.0
-81.0,125.0
-81.0,128.0
-81.0,132.0
-81.0,136.0
-81.0,141.0
-81.0,144.0
-81.0,147.0
-81.0,148.0
-81.0,150.0
-81.0,151.0
-80.0,152.0
-80.0,154.0
-80.0,155.0
-80.0,156.0
-79.0,157.0
-79.0,158.0
-79.0,159.0
-78.0,160.0
-78.0,161.0
-78.0,164.0
-78.0,165.0
-78.0,166.0
-78.0,167.0
-78.0,168.0
-78.0,169.0
-78.0,171.0
-78.0,172.0
-78.0,173.0
-78.0,174.0
-79.0,174.0
-80.0,174.0
-81.0,174.0
-82.0,174.0
-83.0,174.0
-85.0,174.0
-86.0,174.0
-87.0,174.0
-88.0,174.0
-90.0,174.0
-91.0,174.0
-94.0,174.0
-95.0,174.0
-96.0,174.0
-97.0,173.0
-98.0,173.0
-100.0,173.0
-101.0,172.0
-102.0,172.0
-103.0,172.0
-104.0,172.0
-105.0,172.0
-106.0,170.0
-108.0,170.0
-109.0,170.0
-110.0,170.0
-111.0,170.0
-115.0,170.0
-118.0,169.0
-122.0,169.0
-124.0,169.0
-129.0,168.0
-131.0,168.0
-134.0,168.0
-136.0,168.0
-139.0,166.0
-140.0,166.0
-141.0,166.0
-144.0,166.0
-145.0,166.0
-146.0,166.0
-147.0,166.0
-148.0,166.0
-152.0,166.0
-153.0,166.0
-154.0,166.0
-157.0,166.0
-158.0,166.0
-160.0,166.0
-164.0,166.0
-167.0,166.0
